,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
10,PHY105N,57135,0.5,0.5,-1.0,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,-0.5,-0.5,-0.5,1.0,1.0,-0.5,-1.0,-1.0,-1.0,0.5,0.5,0.5,1.0,1.0,-0.5,0.5,-0.5,1.0,-0.5,0.6,0.6,0.6,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,,1.0,Partner Agreements
11,PHY105N,57135,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-0.5,-0.5,0.5,0.5,-0.5,-0.5,-0.5,0.0,0.0,0.5,0.5,0.0,0.5,-0.5,0.5,0.0,0.5,0.0,0.6,0.6,0.6,Male,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Iraqi,,,,,Master’s degree or above,,1.0,Partner Agreements
12,PHY105N,57135,0.0,0.0,0.0,1.0,1.0,-1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.5,0.5,1.0,0.5,-1.0,1.0,-1.0,0.0,0.0,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Mexican or Mexican American,Salvadoran",,,,,,,,High school,,1.0,Partner Agreements
13,PHY105M,57019,1.0,-1.0,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-0.5,1.0,1.0,-1.0,-0.5,-1.0,0.0,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,Male,,Black or African American,,,,,"Some other Black or African American race or ethnicity
Print, for example, Ghanaian, South African, Barbadian, etc.",Dominican,,,,,,,,,I'm not sure,,0.0,Control
14,PHY105M,57019,0.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.5,-0.5,-1.0,0.0,-1.0,1.0,-0.5,0.6,0.6,0.6,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
15,PHY105M,57019,0.5,0.0,-0.5,-1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,0.0,-0.5,0.5,0.5,-1.0,-1.0,-1.0,0.0,0.5,-1.0,1.0,-0.5,1.0,-1.0,0.5,-0.5,0.5,0.5,0.2,0.2,0.2,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Master’s degree or above,,0.0,Control
16,PHY105M,57019,0.5,0.0,0.0,1.0,1.0,-1.0,0.5,0.5,1.0,0.0,0.0,-0.5,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.5,1.0,1.0,0.0,0.5,-1.0,1.0,-1.0,0.0,0.5,0.6,0.6,0.6,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani ,,,,,,,,,,,Master’s degree or above,,0.0,Control
17,PHY105M,57019,-0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.0,0.0,0.0,0.5,-0.5,0.0,0.5,0.5,0.0,-0.5,1.0,0.5,1.0,0.5,1.0,-0.5,0.5,0.5,-0.6,0.2,-0.6,Male,,White,,,,,,,,,,,,,German,,Master’s degree or above,,0.0,Control
18,PHY105M,57019,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,1.0,0.5,1.0,0.5,0.0,0.0,-0.5,0.0,0.0,-0.5,1.0,0.5,0.0,0.5,0.5,-0.5,0.5,0.5,-0.2,-0.2,-0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
19,PHY105M,57019,0.5,-0.5,0.0,0.5,0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,0.0,-0.5,0.5,1.0,-1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,1.0,-0.5,1.0,-0.5,1.0,-0.5,0.6,0.2,0.2,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Spaniard,,,,,English,,Master’s degree or above,,0.0,Control
20,PHY105M,57019,0.0,-0.5,-0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,-0.5,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.5,0.5,1.0,0.5,0.5,-0.5,0.5,-1.0,0.5,0.0,0.2,0.6,0.6,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
21,PHY105M,57019,0.5,-0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,-0.5,0.5,0.0,0.5,0.5,-0.5,-0.5,-1.0,0.0,1.0,0.5,0.5,0.5,0.5,-1.0,0.5,-0.5,0.0,0.0,0.2,0.2,-0.2,Male,,White,,,,,,,,,,,,,"German,English",,Bachelor’s degree,,0.0,Control
22,PHY105M,57019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.2,-0.2,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Master’s degree or above,,0.0,Control
23,PHY105M,57019,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,0.0,0.5,-0.5,0.0,-0.5,0.0,0.0,0.0,0.5,0.5,0.0,-0.5,0.5,0.0,0.0,0.0,0.2,0.2,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Peruvian ,,,,,,,Bachelor’s degree,,0.0,Control
24,PHY105M,57019,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,-0.5,0.0,0.5,0.5,1.0,0.5,-0.5,0.0,-1.0,-0.5,-0.5,0.0,0.5,0.5,1.0,-1.0,0.5,-0.5,1.0,1.0,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Puerto Rican,,,,,,,,Bachelor’s degree,,0.0,Control
25,PHY105M,57019,0.5,0.5,-0.5,0.5,1.0,-1.0,1.0,1.0,1.0,0.5,0.0,0.5,-0.5,0.5,0.5,-0.5,-1.0,-0.5,0.0,0.0,-0.5,0.5,1.0,0.5,0.0,0.5,-0.5,0.5,0.5,0.6,0.2,0.2,Female,,White,,,,,,,,,,,,,Italian,,Bachelor’s degree,,0.0,Control
26,PHY105M,57019,1.0,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,0.0,0.0,-0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.5,1.0,1.0,-1.0,1.0,-1.0,0.5,-0.5,1.0,1.0,1.0,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Puerto Rican,,,,,,German,,Bachelor’s degree,,0.0,Control
28,PHY105M,56900,1.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,-1.0,0.0,0.0,0.0,0.5,1.0,1.0,0.5,0.5,-1.0,0.5,0.0,1.0,1.0,0.2,0.6,0.2,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
29,PHY105M,56900,-0.5,0.5,-0.5,0.0,1.0,-1.0,0.5,-1.0,1.0,0.5,1.0,-0.5,0.0,0.5,0.5,-1.0,-1.0,0.5,-1.0,-0.5,-1.0,0.5,1.0,1.0,-1.0,0.0,-1.0,0.5,0.5,1.0,1.0,1.0,Female,,White,,,,,,,,,,,,,"German,Irish,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Dutch,Bachelor’s degree,,2.0,Collaborative Comparison
30,PHY105M,56900,0.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,-1.0,1.0,-1.0,0.5,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.5,0.5,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,0.6,1.0,Female,,"Black or African American,Hispanic, Latino, or Spanish,White",,,,,African American,,Mexican or Mexican American,,,,,,"Irish,English",,Master’s degree or above,,2.0,Collaborative Comparison
31,PHY105M,56900,-0.5,0.5,0.5,0.5,0.5,-0.5,0.0,-0.5,1.0,0.5,0.5,-0.5,0.5,-1.0,-0.5,-0.5,-0.5,0.0,-0.5,0.0,0.5,0.0,0.5,0.0,-0.5,0.0,0.5,0.5,0.5,0.6,0.6,0.2,Female,,White,,,,,,,,,,,,,Polish,,Bachelor’s degree,,2.0,Collaborative Comparison
32,PHY105M,56900,0.5,-0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,-0.5,0.5,-0.5,-0.5,1.0,0.5,0.0,0.5,0.5,-1.0,1.0,-0.5,0.5,0.5,-0.2,0.6,0.2,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Master’s degree or above,,2.0,Collaborative Comparison
33,PHY105M,56900,0.5,-1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.5,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,-0.5,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,Female,,White,,,,,,,,,,,,,German,,I'm not sure,,2.0,Collaborative Comparison
34,PHY105M,56900,0.5,1.0,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,0.5,-0.5,0.0,1.0,0.0,0.0,-0.5,-1.0,0.0,-1.0,-1.0,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.6,-0.6,0.2,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Some college but no degree,,2.0,Collaborative Comparison
35,PHY105M,56900,0.5,-0.5,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-1.0,1.0,-0.5,0.5,1.0,-0.5,-0.5,-1.0,-1.0,0.5,0.0,0.5,0.5,0.0,-0.5,1.0,-0.5,1.0,-0.5,1.0,1.0,1.0,Female,,Black or African American,,,,,African American,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
36,PHY105M,56900,0.0,-0.5,-1.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,1.0,0.5,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.5,0.5,0.5,-0.5,1.0,-0.5,1.0,0.0,0.2,0.6,0.2,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Prefer not to answer,,2.0,Collaborative Comparison
37,PHY105M,56900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,-0.5,0.5,0.5,0.2,0.2,0.2,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
38,PHY105M,56900,1.0,0.5,0.0,0.5,0.5,-0.5,0.5,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.5,0.5,-0.5,0.0,0.5,0.2,-0.2,0.2,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
39,PHY105M,56900,0.5,-0.5,-0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,-0.5,0.0,0.0,-0.5,-0.5,-0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,-0.5,0.5,0.5,0.2,0.2,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,2.0,Collaborative Comparison
40,PHY105M,56900,0.5,0.0,-1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,-0.5,0.5,1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5,-1.0,0.0,1.0,1.0,1.0,1.0,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
41,PHY105M,56900,0.5,0.0,-0.5,0.5,0.5,-0.5,1.0,1.0,1.0,0.5,0.5,0.5,-0.5,0.5,0.5,1.0,-0.5,-1.0,0.5,1.0,1.0,1.0,0.0,0.5,-0.5,1.0,0.5,1.0,0.5,-0.6,0.6,-0.6,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Finnish,Bachelor’s degree,,2.0,Collaborative Comparison
42,PHY105N,57155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2,Prefer not to disclose,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,,0.0,Control
43,PHY105N,57155,0.0,0.0,-0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.5,0.0,0.0,0.5,0.0,0.5,-0.5,0.5,-1.0,0.5,0.5,0.2,0.6,0.6,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
44,PHY105N,57155,0.0,-0.5,0.0,0.0,0.5,-0.5,0.5,0.5,0.0,1.0,-0.5,-1.0,-0.5,0.0,-0.5,-0.5,-1.0,-1.0,0.0,0.5,0.5,1.0,-0.5,0.0,-1.0,0.5,-1.0,0.5,1.0,1.0,-1.0,1.0,Male,,White,,,,,,,,,,,,,English,,Master’s degree or above,,0.0,Control
45,PHY105N,57155,0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,0.0,0.0,-0.5,0.5,0.0,0.5,-1.0,0.5,-1.0,0.0,1.0,-0.2,0.2,-0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,0.0,Control
46,PHY105N,57155,0.5,0.0,0.0,-0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,-0.5,0.5,-0.5,0.0,0.0,0.0,1.0,0.5,-0.5,-1.0,0.0,0.5,-0.5,0.0,-0.2,0.6,-0.2,"Male,Non-binary",,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
47,PHY105N,57155,0.5,-0.5,-0.5,1.0,1.0,-0.5,1.0,1.0,1.0,1.0,-0.5,0.5,-0.5,0.5,1.0,-1.0,-0.5,-1.0,-1.0,1.0,1.0,0.5,0.5,1.0,-1.0,1.0,-0.5,1.0,1.0,1.0,0.6,0.6,Female,,White,,,,,,,,,,,,,"English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Scottish,Master’s degree or above,,0.0,Control
48,PHY105N,57155,-0.5,-1.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,-1.0,-0.5,-0.5,0.5,-0.5,-0.5,-0.5,-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,-0.5,1.0,-0.2,0.2,0.2,Female,,"Black or African American,White",,,,,African American,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Scottish,Bachelor’s degree,,0.0,Control
49,PHY105N,57155,0.0,-0.5,-0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,-0.5,0.0,0.5,0.0,-1.0,-0.5,-0.5,0.5,-0.5,0.5,0.0,0.5,0.5,0.5,-0.5,0.0,0.5,0.2,0.6,0.2,Male,,White,,,,,,,,,,,,,English,,Master’s degree or above,,0.0,Control
50,PHY105N,57155,1.0,-0.5,-0.5,1.0,1.0,-0.5,0.5,0.5,1.0,1.0,0.5,0.5,-0.5,0.5,0.5,-1.0,0.5,-0.5,0.0,0.5,-1.0,1.0,1.0,0.5,-0.5,0.5,-1.0,0.5,0.5,0.6,0.6,-0.2,Female,,"American Indian or Alaska Native,Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Peruvian,,,,,,,Master’s degree or above,,0.0,Control
51,PHY105N,57155,0.0,0.5,-0.5,0.5,0.5,-0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,-0.5,-1.0,-0.5,-1.0,0.5,-0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,0.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"German,English",,Bachelor’s degree,,0.0,Control
52,PHY105N,57155,1.0,-0.5,0.5,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,0.5,1.0,1.0,-0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,Male,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,,0.0,Control
53,PHY105N,57155,0.5,1.0,-0.5,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,-0.5,-0.5,0.5,-0.5,0.5,-0.5,-1.0,-0.5,-0.5,-1.0,0.5,0.5,-0.5,0.5,-0.5,0.5,-0.5,-0.5,0.5,1.0,0.6,1.0,Female,,Asian,,,Korean,,,,,,,,,,,,High school,,0.0,Control
54,PHY105N,57155,0.5,-0.5,-0.5,0.5,0.5,-0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,-0.5,0.5,-0.5,-1.0,-1.0,0.0,-0.5,-1.0,0.5,0.5,1.0,0.0,1.0,-1.0,0.0,0.5,0.6,0.6,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
55,PHY105N,57155,-0.5,0.0,-0.5,1.0,1.0,-0.5,0.5,0.5,1.0,1.0,0.0,-0.5,-0.5,0.5,1.0,-1.0,-1.0,-0.5,-0.5,0.0,0.5,1.0,0.5,1.0,-0.5,1.0,-1.0,0.0,0.0,1.0,1.0,1.0,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
57,PHY105M,57027,0.0,0.5,0.0,0.5,1.0,-1.0,0.0,-0.5,1.0,1.0,0.5,-0.5,0.5,0.5,1.0,-1.0,-1.0,0.0,-1.0,-0.5,-1.0,1.0,0.5,1.0,-1.0,1.0,-1.0,1.0,1.0,0.6,0.6,0.6,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Panamanian,,,,,English,,Bachelor’s degree,,0.0,Control
58,PHY105M,57027,-0.5,-0.5,1.0,-1.0,-1.0,1.0,-1.0,0.0,-0.5,-1.0,-0.5,-0.5,0.0,0.0,0.5,0.5,-0.5,1.0,-0.5,-1.0,0.5,-0.5,0.5,0.5,-0.5,1.0,-0.5,1.0,0.0,1.0,-1.0,1.0,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,,0.0,Control
59,PHY105M,57027,-0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,-0.5,0.5,0.5,0.5,0.5,-0.5,-1.0,-0.5,-1.0,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,-0.5,0.5,-0.5,-0.2,-0.2,-0.2,Female,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Turkish,,,,,Associate's or technical degree,,0.0,Control
60,PHY105M,57027,-0.5,0.5,1.0,0.5,0.5,0.0,0.5,-0.5,0.5,1.0,-0.5,0.5,0.5,0.5,0.5,-0.5,-1.0,-0.5,0.5,-1.0,-0.5,1.0,0.5,1.0,0.0,0.5,-1.0,0.5,0.0,1.0,-1.0,0.6,Female,,"Asian,White",,,Japanese,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa"," mixed with German, Swiss and France",Master’s degree or above,,0.0,Control
61,PHY105M,57027,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,-0.5,-1.0,0.0,0.5,1.0,0.5,0.5,1.0,-0.5,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,0.0,Control
62,PHY105M,57027,1.0,1.0,1.0,0.5,0.0,0.0,-0.5,-1.0,0.0,-0.5,1.0,-0.5,0.0,-1.0,0.5,0.0,1.0,1.0,1.0,-1.0,1.0,0.5,0.0,0.5,0.5,0.0,-0.5,0.5,0.0,0.6,0.6,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Master’s degree or above,,0.0,Control
63,PHY105M,57027,-1.0,1.0,0.0,-1.0,-1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,-0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2,-0.6,0.6,Male,,Asian,,,,,,,,,,,,,,,Master’s degree or above,,0.0,Control
65,PHY105M,57027,-1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,-0.5,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Male,,Asian,,,Vietnamese,,,,,,,,,,,,High school,,0.0,Control
66,PHY105M,57027,0.5,-0.5,-0.5,1.0,0.5,0.0,1.0,0.5,0.5,0.5,-0.5,0.5,0.0,0.0,0.5,-0.5,-0.5,-0.5,-0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,-0.5,0.5,-0.5,1.0,1.0,1.0,Male,,White,,,,,,,,,,,,,German,,Bachelor’s degree,,0.0,Control
67,PHY105M,57027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,0.0,Control
